"Site","Name","Last Logon","OperatingSystem","DistinguishedName"
"DO","DO-LT-800929","1/30/2017 9:29:19 AM","Windows 7 Enterprise","CN=DO-LT-800929,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-801742","12/12/2016 8:20:08 AM","Windows 7 Enterprise","CN=DO-LT-801742,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-804016","1/12/2017 8:17:47 AM","Windows 7 Enterprise","CN=DO-LT-804016,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-804582","3/7/2017 8:14:08 AM","Windows 7 Enterprise","CN=DO-LT-804582,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-805612","1/25/2017 8:37:48 AM","Windows 7 Enterprise","CN=DO-LT-805612,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-807148","12/13/2016 9:11:47 AM","Windows 7 Enterprise","CN=DO-LT-807148,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-809009","3/7/2017 2:12:14 PM","Windows 10 Enterprise","CN=DO-LT-809009,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-813549","11/18/2016 11:08:20 AM","Windows 7 Enterprise","CN=DO-LT-813549,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-813955","2/10/2017 10:34:41 AM","Windows 7 Enterprise","CN=DO-LT-813955,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-815066","2/22/2017 9:35:22 AM","Windows 7 Enterprise","CN=DO-LT-815066,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-822130","2/7/2017 7:33:55 AM","Windows 7 Enterprise","CN=DO-LT-822130,OU=SPED,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-827739","3/1/2017 7:37:17 AM","Windows 10 Enterprise","CN=DO-LT-827739,OU=SPED,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-827743","2/15/2017 11:26:15 AM","Windows 10 Enterprise","CN=DO-LT-827743,OU=SPED,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-827964","2/1/2017 8:08:18 AM","Windows 10 Pro","CN=DO-LT-827964,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-CNS","2/3/2017 12:44:39 PM","Windows 7 Enterprise","CN=DO-LT-CNS,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LYNNE-813260","12/8/2016 2:44:37 PM","Windows 10 Enterprise","CN=DO-LYNNE-813260,OU=BS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-PET-70903","9/22/2016 12:46:05 PM","Windows 7 Enterprise","CN=DO-PET-70903,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-SPED-809607","2/14/2017 4:58:21 PM","Windows 10 Enterprise","CN=DO-SPED-809607,OU=SPED,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-SPED-813546","12/8/2016 9:15:34 AM","Windows 7 Enterprise","CN=DO-SPED-813546,OU=IS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","do-sup-718046","1/24/2017 3:44:32 PM","Mac OS X","CN=do-sup-718046,OU=Superintendent,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-SUPT-802405","2/9/2017 8:09:48 AM","Windows 7 Enterprise","CN=DO-SUPT-802405,OU=BS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-VIRT2-800905","3/6/2017 10:26:12 AM","Windows 7 Enterprise","CN=DO-VIRT2-800905,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","SPED-801463-L","10/11/2016 8:10:28 AM","Windows 7 Enterprise","CN=SPED-801463-L,OU=SPED,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DPS","DPS-LT-823625","2/24/2017 7:46:41 AM","Windows 10 Enterprise","CN=DPS-LT-823625,OU=Laptops,OU=Systems,OU=DPS,OU=SMUSD,DC=smusd,DC=local"
"DPS","DPS-LT-824658","12/2/2016 10:28:58 AM","Windows 10 Enterprise","CN=DPS-LT-824658,OU=Laptops,OU=Systems,OU=DPS,OU=SMUSD,DC=smusd,DC=local"
"DPS","DPS-LT-S-823717","3/6/2017 1:32:27 PM","Windows 10 Enterprise","CN=DPS-LT-S-823717,OU=Laptops,OU=Systems,OU=DPS,OU=SMUSD,DC=smusd,DC=local"
"DPS","DPS-LT-S-824717","1/31/2017 1:37:49 PM","Windows 10 Enterprise","CN=DPS-LT-S-824717,OU=students,OU=Laptops,OU=Systems,OU=DPS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-718997","2/21/2017 12:05:23 PM","Windows 7 Enterprise","CN=FH-00-718997,OU=VPN,OU=PCs,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-801559","11/1/2016 4:39:20 PM","Windows 7 Enterprise","CN=FH-00-801559,OU=VPN,OU=PCs,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-804724","9/6/2016 8:50:06 AM","Windows 7 Enterprise","CN=FH-00-804724,OU=VPN,OU=Laptops,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-804725","9/12/2016 11:15:57 AM","Windows 7 Enterprise","CN=FH-00-804725,OU=VPN,OU=Laptops,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-805804","9/16/2016 6:54:12 AM","Windows 7 Enterprise","CN=FH-00-805804,OU=VPN,OU=PCs,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-806602","9/6/2016 7:37:32 AM","Windows 7 Enterprise","CN=FH-00-806602,OU=VPN,OU=PCs,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-818123","2/23/2017 9:39:59 AM","Windows 7 Enterprise","CN=FH-00-818123,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-00-818125","3/2/2017 12:21:16 PM","Windows 7 Enterprise","CN=FH-00-818125,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-DM-806606","2/22/2017 12:37:04 PM","Windows 7 Enterprise","CN=FH-DM-806606,OU=FH Student PCs,OU=PCs,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"FHS","FH-LT-824628","2/3/2017 10:04:40 AM","Windows 10 Enterprise","CN=FH-LT-824628,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=FHS,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-202-801570","3/9/2017 12:02:47 AM","Windows 10 Enterprise","CN=JAES-202-801570,OU=Students,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-313-804029","2/6/2017 1:30:42 PM","Windows 10 Enterprise","CN=JAES-313-804029,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-404-814664","3/7/2017 2:06:59 PM","Windows 7 Enterprise","CN=JAES-404-814664,OU=Students,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-404-822839","3/7/2017 2:07:28 PM","Windows 10 Enterprise","CN=JAES-404-822839,OU=Students,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-700-822786","12/20/2016 10:10:32 AM","Windows 10 Enterprise","CN=JAES-700-822786,OU=Students,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-700-822787","1/20/2017 2:19:34 PM","Windows 10 Enterprise","CN=JAES-700-822787,OU=Students,OU=PCs,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-800918","9/7/2016 8:18:15 AM","Windows 7 Enterprise","CN=JAES-LT-800918,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-801740","9/27/2016 8:12:44 AM","Windows 7 Enterprise","CN=JAES-LT-801740,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-804571","10/27/2016 2:47:37 PM","Windows 7 Enterprise","CN=JAES-LT-804571,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-816502","3/9/2017 7:37:36 AM","Windows 7 Enterprise","CN=JAES-LT-816502,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-816733","12/9/2016 8:20:05 AM","Windows 10 Enterprise","CN=JAES-LT-816733,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"JALE","JAES-LT-818487","2/21/2017 8:43:07 AM","Windows 10 Enterprise","CN=JAES-LT-818487,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=JALE,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-06-806709","1/17/2017 9:38:27 AM","Windows 7 Enterprise","CN=KH-06-806709,OU=Rm06,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-10-814696","9/6/2016 1:44:03 PM","Windows 7 Enterprise","CN=KH-10-814696,OU=Rm10,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-10-818419","9/23/2016 10:00:09 AM","Windows 7 Enterprise","CN=KH-10-818419,OU=Rm10,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-11-818424","9/26/2016 12:14:24 PM","Windows 7 Enterprise","CN=KH-11-818424,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-19-804284","9/6/2016 12:28:09 PM","Windows 7 Enterprise","CN=KH-19-804284,OU=Oldcomps,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-22-806705","2/22/2017 7:24:25 PM","Windows 7 Enterprise","CN=KH-22-806705,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-23-814693","2/17/2017 6:41:11 PM","Windows 7 Enterprise","CN=KH-23-814693,OU=Project 2014 new,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-25-805518","2/21/2017 11:24:01 AM","Windows 7 Enterprise","CN=KH-25-805518,OU=Rm04,OU=Students,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-ADM-801330","11/6/2016 12:52:17 AM","Windows 7 Enterprise","CN=KH-ADM-801330,OU=VPN,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-ADM-801331","1/4/2017 10:11:09 AM","Windows 7 Enterprise","CN=KH-ADM-801331,OU=VPN,OU=PCs,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-CRT1-807342","11/28/2016 9:45:21 AM","Windows 7 Enterprise","CN=KH-CRT1-807342,OU=Cart 01,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-CRT1-807348","2/24/2017 10:32:21 AM","Windows 7 Enterprise","CN=KH-CRT1-807348,OU=Cart 01,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-LT-803714","9/26/2016 11:46:23 PM","Windows 7 Enterprise","CN=KH-LT-803714,OU=Teacher - Staff,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-LT-803739","9/27/2016 8:02:33 AM","Windows 7 Enterprise","CN=KH-LT-803739,OU=Teacher - Staff,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-LT-804952","2/1/2017 9:30:24 AM","Windows 7 Enterprise","CN=KH-LT-804952,OU=Teacher - Staff,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-LT-808439","9/29/2016 1:31:42 PM","Windows 7 Enterprise","CN=KH-LT-808439,OU=Teacher - Staff,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"KH","KH-LT-818470","12/1/2016 8:34:50 AM","Windows 7 Enterprise","CN=KH-LT-818470,OU=Teacher - Staff,OU=Laptops,OU=Systems,OU=KH,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-802026","11/2/2016 8:52:03 AM","Windows 10 Enterprise","CN=LCMES-00-802026,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-802507","9/2/2016 1:12:33 PM","Windows 7 Enterprise","CN=LCMES-00-802507,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-802666","1/17/2017 7:41:31 AM","Windows 10 Enterprise","CN=LCMES-00-802666,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-804745","11/14/2016 9:08:17 AM","Windows 7 Enterprise","CN=LCMES-00-804745,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-804754","10/21/2016 9:46:26 AM","Windows 7 Enterprise","CN=LCMES-00-804754,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-00-804755","10/6/2016 1:10:11 PM","Windows 10 Enterprise","CN=LCMES-00-804755,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-01-806610","1/27/2017 2:07:29 PM","Windows 7 Enterprise","CN=LCMES-01-806610,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-04-701766","1/24/2017 9:45:40 AM","Windows 7 Enterprise","CN=LCMES-04-701766,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-09-803804","9/19/2016 3:46:23 PM","Windows 7 Enterprise","CN=LCMES-09-803804,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-09-803808","3/9/2017 8:23:41 AM","Windows 7 Enterprise","CN=LCMES-09-803808,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-09-803809","3/1/2017 8:12:54 AM","Windows 7 Enterprise","CN=LCMES-09-803809,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-10-801871","2/2/2017 11:31:55 PM","Windows 7 Enterprise","CN=LCMES-10-801871,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-10-814301","1/31/2017 1:24:29 PM","Windows 7 Enterprise","CN=LCMES-10-814301,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-10-814330","1/31/2017 1:24:36 PM","Windows 7 Enterprise","CN=LCMES-10-814330,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-10-814338","1/31/2017 6:16:39 PM","Windows 7 Enterprise","CN=LCMES-10-814338,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-12-802552","11/16/2016 10:43:44 AM","Windows 7 Enterprise","CN=LCMES-12-802552,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-16-814324","2/27/2017 11:57:02 PM","Windows 7 Enterprise","CN=LCMES-16-814324,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-19-814335","2/26/2017 6:01:52 PM","Windows 10 Enterprise","CN=LCMES-19-814335,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-21-818571","2/10/2017 8:31:06 AM","Windows 7 Enterprise","CN=LCMES-21-818571,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-27-701761","1/23/2017 11:25:18 AM","Windows 7 Enterprise","CN=LCMES-27-701761,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-27-803805","10/28/2016 10:14:37 AM","Windows 7 Enterprise","CN=LCMES-27-803805,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-29-802028","1/27/2017 8:31:20 AM","Windows 7 Enterprise","CN=LCMES-29-802028,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-DT-806607","1/31/2017 3:30:09 PM","Windows 10 Enterprise","CN=LCMES-DT-806607,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-DT-814286","1/30/2017 4:04:44 PM","Windows 10 Enterprise","CN=LCMES-DT-814286,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-DT-814316","1/30/2017 2:40:52 PM","Windows 10 Enterprise","CN=LCMES-DT-814316,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-DT-814339","1/31/2017 6:31:12 PM","Windows 10 Enterprise","CN=LCMES-DT-814339,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-I-718410","3/3/2017 3:19:52 PM","Windows 7 Enterprise","CN=LCMES-I-718410,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-K1-814307","1/27/2017 2:04:09 PM","Windows 7 Enterprise","CN=LCMES-K1-814307,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-K1-814334","1/27/2017 2:01:11 PM","Windows 7 Enterprise","CN=LCMES-K1-814334,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-L-814316","1/30/2017 9:16:31 AM","Windows 7 Enterprise","CN=LCMES-L-814316,OU=Library,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-L-814339","1/30/2017 9:17:32 AM","Windows 7 Enterprise","CN=LCMES-L-814339,OU=Library,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701755","2/7/2017 8:23:48 AM","Windows 7 Enterprise","CN=LCMES-LT-701755,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701758","1/18/2017 9:48:47 AM","Windows 7 Enterprise","CN=LCMES-LT-701758,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701762","1/27/2017 4:22:07 PM","Windows 7 Enterprise","CN=LCMES-LT-701762,OU=Classroom,OU=PCs,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701768","1/23/2017 1:12:38 PM","Windows 7 Enterprise","CN=LCMES-LT-701768,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701771","9/9/2016 9:44:03 AM","Windows 7 Enterprise","CN=LCMES-LT-701771,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701772","2/7/2017 8:24:04 AM","Windows 7 Enterprise","CN=LCMES-LT-701772,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701776","2/10/2017 3:51:25 PM","Windows 10 Enterprise","CN=LCMES-LT-701776,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701777","2/7/2017 8:23:20 AM","Windows 7 Enterprise","CN=LCMES-LT-701777,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-701780","1/31/2017 9:34:22 AM","Windows 10 Enterprise","CN=LCMES-LT-701780,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-801761","1/23/2017 3:03:13 PM","Windows 10 Enterprise","CN=LCMES-LT-801761,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-801763","2/23/2017 1:13:35 PM","Windows 10 Enterprise","CN=LCMES-LT-801763,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-801764","1/23/2017 8:55:05 AM","Windows 10 Enterprise","CN=LCMES-LT-801764,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-801765","1/23/2017 8:51:19 AM","Windows 10 Enterprise","CN=LCMES-LT-801765,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-802483","1/31/2017 4:55:08 PM","Windows 10 Enterprise","CN=LCMES-LT-802483,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-LT-803805","1/13/2017 3:20:02 PM","Windows 10 Enterprise","CN=LCMES-LT-803805,OU=LCMES Room 22 Laptops,OU=Classroom,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"LCM","LCMES-MP-802476","1/31/2017 5:06:14 PM","Windows 10 Enterprise","CN=LCMES-MP-802476,OU=LCM Teachers,OU=Laptops,OU=Systems,OU=LCM,OU=SMUSD,DC=smusd,DC=local"
"M&O","MO-ADM-802287","10/31/2016 8:39:19 AM","Windows 7 Enterprise","CN=MO-ADM-802287,OU=PCs,OU=Systems,OU=Maint,OU=M&O,OU=SMUSD,DC=smusd,DC=local"
"M&O","MO-SHOP-818632","11/8/2016 7:13:48 AM","Windows 7 Enterprise","CN=MO-SHOP-818632,OU=PCs,OU=Systems,OU=Maint,OU=M&O,OU=SMUSD,DC=smusd,DC=local"
"M&O","MO-THAM-818633","10/31/2016 8:40:49 AM","Windows 7 Enterprise","CN=MO-THAM-818633,OU=PCs,OU=Systems,OU=Maint,OU=M&O,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-475-805489","2/3/2017 1:32:50 PM","Windows 7 Enterprise","CN=MHHS-475-805489,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-505-818355","2/6/2017 8:04:11 AM","Windows 7 Enterprise","CN=MHHS-505-818355,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-515-816726","1/9/2017 1:06:53 PM","Windows 7 Enterprise","CN=MHHS-515-816726,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-515-818384","2/22/2017 12:11:44 PM","Windows 7 Enterprise","CN=MHHS-515-818384,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-635-806814","12/16/2016 1:18:05 PM","Windows 10 Enterprise","CN=MHHS-635-806814,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-650-818346","1/20/2017 8:32:44 AM","Windows 7 Enterprise","CN=MHHS-650-818346,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-70876","2/21/2017 10:27:52 AM","Windows 7 Enterprise","CN=MHHS-705-70876,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-70879","1/20/2017 9:08:15 AM","Windows 7 Enterprise","CN=MHHS-705-70879,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-70893","2/24/2017 12:11:29 PM","Windows 7 Enterprise","CN=MHHS-705-70893,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-70894","2/21/2017 9:17:33 AM","Windows 7 Enterprise","CN=MHHS-705-70894,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-72362","1/20/2017 9:09:46 AM","Windows 7 Enterprise","CN=MHHS-705-72362,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-705-72547","2/21/2017 10:20:41 AM","Windows 7 Enterprise","CN=MHHS-705-72547,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-775-818359","1/31/2017 4:26:42 PM","Windows 7 Enterprise","CN=MHHS-775-818359,OU=Pod's,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-810-70877","3/3/2017 8:06:09 AM","Windows 7 Enterprise","CN=MHHS-810-70877,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
"MHHS","MHHS-810-719748","11/30/2016 1:15:30 PM","Windows 7 Enterprise","CN=MHHS-810-719748,OU=Classroom's,OU=PCs,OU=Systems,OU=MHHS,OU=SMUSD,DC=smusd,DC=local"
